district_id,district_name,state_abbr,state_name,new_26,new_26_desc,24,24_desc,22,22_desc,20,20_desc,18,18_desc,16,16_desc
1211,FL-11,FL,Florida,,,No,,Yes,"FL-11 was redrawn for 2022 under Florida's new map. The district kept some of its prior core, but the statewide plan materially altered boundaries and generally made the delegation more Republican.",No,,No,,Yes,Florida's 2016 congressional map was a court-ordered remedial plan that reworked district lines after the previous map was invalidated. This district kept some of its prior core but was materially adjusted for the 2016 election.
1212,FL-12,FL,Florida,,,No,,Yes,"FL-12 was redrawn for 2022 under Florida's new map. The district kept some of its prior core, but the statewide plan materially altered boundaries and generally made the delegation more Republican.",No,,No,,Yes,Florida's 2016 congressional map was a court-ordered remedial plan that reworked district lines after the previous map was invalidated. This district kept some of its prior core but was materially adjusted for the 2016 election.
1213,FL-13,FL,Florida,,,No,,Yes,"FL-13 was redrawn for 2022 under Florida's new map. The district kept some of its prior core, but the statewide plan materially altered boundaries and generally made the delegation more Republican.",No,,No,,Yes,"FL-13 was notably altered by Florida's 2016 court-ordered map, becoming more compact around Pinellas County and less like the prior configuration that extended further afield."
1214,FL-14,FL,Florida,,,No,,Yes,"FL-14 was redrawn for 2022 under Florida's new map. The district kept some of its prior core, but the statewide plan materially altered boundaries and generally made the delegation more Republican.",No,,No,,Yes,Florida's 2016 congressional map was a court-ordered remedial plan that reworked district lines after the previous map was invalidated. This district kept some of its prior core but was materially adjusted for the 2016 election.
1215,FL-15,FL,Florida,,,No,,Yes,"FL-15 was redrawn for 2022 under Florida's new map. The district kept some of its prior core, but the statewide plan materially altered boundaries and generally made the delegation more Republican.",No,,No,,Yes,Florida's 2016 congressional map was a court-ordered remedial plan that reworked district lines after the previous map was invalidated. This district kept some of its prior core but was materially adjusted for the 2016 election.
1216,FL-16,FL,Florida,,,No,,Yes,"FL-16 was redrawn for 2022 under Florida's new map. The district kept some of its prior core, but the statewide plan materially altered boundaries and generally made the delegation more Republican.",No,,No,,Yes,Florida's 2016 congressional map was a court-ordered remedial plan that reworked district lines after the previous map was invalidated. This district kept some of its prior core but was materially adjusted for the 2016 election.
1217,FL-17,FL,Florida,,,No,,Yes,"FL-17 was redrawn for 2022 under Florida's new map. The district kept some of its prior core, but the statewide plan materially altered boundaries and generally made the delegation more Republican.",No,,No,,Yes,Florida's 2016 congressional map was a court-ordered remedial plan that reworked district lines after the previous map was invalidated. This district kept some of its prior core but was materially adjusted for the 2016 election.
1218,FL-18,FL,Florida,,,No,,Yes,"FL-18 was redrawn for 2022 under Florida's new map. The district kept some of its prior core, but the statewide plan materially altered boundaries and generally made the delegation more Republican.",No,,No,,Yes,FL-18 saw meaningful changes on the 2016 remedial map as south and Treasure Coast districts were redrawn for population balance and to unwind the prior plan.
1219,FL-19,FL,Florida,,,No,,Yes,"FL-19 was redrawn for 2022 under Florida's new map. The district kept some of its prior core, but the statewide plan materially altered boundaries and generally made the delegation more Republican.",No,,No,,Yes,Florida's 2016 congressional map was a court-ordered remedial plan that reworked district lines after the previous map was invalidated. This district kept some of its prior core but was materially adjusted for the 2016 election.
1220,FL-20,FL,Florida,,,No,,Yes,"FL-20 was redrawn for 2022 under Florida's new map. The district kept some of its prior core, but the statewide plan materially altered boundaries and generally made the delegation more Republican.",No,,No,,Yes,Florida's 2016 congressional map was a court-ordered remedial plan that reworked district lines after the previous map was invalidated. This district kept some of its prior core but was materially adjusted for the 2016 election.
1221,FL-21,FL,Florida,,,No,,Yes,"FL-21 was redrawn for 2022 under Florida's new map. The district kept some of its prior core, but the statewide plan materially altered boundaries and generally made the delegation more Republican.",No,,No,,Yes,Florida's 2016 congressional map was a court-ordered remedial plan that reworked district lines after the previous map was invalidated. This district kept some of its prior core but was materially adjusted for the 2016 election.
1222,FL-22,FL,Florida,,,No,,Yes,"FL-22 was redrawn for 2022 under Florida's new map. The district kept some of its prior core, but the statewide plan materially altered boundaries and generally made the delegation more Republican.",No,,No,,Yes,Florida's 2016 congressional map was a court-ordered remedial plan that reworked district lines after the previous map was invalidated. This district kept some of its prior core but was materially adjusted for the 2016 election.
1223,FL-23,FL,Florida,,,No,,Yes,"FL-23 was redrawn for 2022 under Florida's new map. The district kept some of its prior core, but the statewide plan materially altered boundaries and generally made the delegation more Republican.",No,,No,,Yes,Florida's 2016 congressional map was a court-ordered remedial plan that reworked district lines after the previous map was invalidated. This district kept some of its prior core but was materially adjusted for the 2016 election.
1224,FL-24,FL,Florida,,,No,,Yes,"FL-24 was redrawn for 2022 under Florida's new map. The district kept some of its prior core, but the statewide plan materially altered boundaries and generally made the delegation more Republican.",No,,No,,Yes,Florida's 2016 congressional map was a court-ordered remedial plan that reworked district lines after the previous map was invalidated. This district kept some of its prior core but was materially adjusted for the 2016 election.
1225,FL-25,FL,Florida,,,No,,Yes,"FL-25 was redrawn for 2022 under Florida's new map. The district kept some of its prior core, but the statewide plan materially altered boundaries and generally made the delegation more Republican.",No,,No,,Yes,Florida's 2016 congressional map was a court-ordered remedial plan that reworked district lines after the previous map was invalidated. This district kept some of its prior core but was materially adjusted for the 2016 election.
1226,FL-26,FL,Florida,,,No,,Yes,"FL-26 was redrawn for 2022 under Florida's new map. The district kept some of its prior core, but the statewide plan materially altered boundaries and generally made the delegation more Republican.",No,,No,,Yes,"FL-26 was significantly redrawn under Florida's 2016 court-ordered map, with Miami-Dade and southwest Florida lines reconfigured in a way that changed the district's partisan balance."
1227,FL-27,FL,Florida,,,No,,Yes,"FL-27 was redrawn for 2022 under Florida's new map. The district kept some of its prior core, but the statewide plan materially altered boundaries and generally made the delegation more Republican.",No,,No,,Yes,"FL-27 was effectively created as a new Miami-area seat under Florida's 2016 remedial map, taking territory that had been configured differently under the previous plan."
1228,FL-28,FL,Florida,,,No,,Yes,FL-28 was a new district for 2022 after Florida gained a seat. It was drawn in southwest Florida and helped reshuffle neighboring South Florida districts.,Inactive,,Inactive,,Inactive,
1301,GA-1,GA,Georgia,,,Yes,GA-1 saw only modest coastal and southeast Georgia adjustments under the 2024 map; its basic south-coastal footprint stayed intact.,Yes,"GA-1 was redrawn for 2022. Georgia's 2022 map made moderate statewide changes, especially in fast-growing metro Atlanta suburbs, while keeping the same 14-seat structure. In most cases the district remained recognizable, but its boundaries were adjusted to equalize population and fit the new statewide plan.",No,,No,,No,
1302,GA-2,GA,Georgia,,,Yes,"GA-2 remained the southwest Georgia/Black Belt district, with only secondary adjustments as the legislature reworked metro Atlanta seats in 2024.",Yes,"GA-2 was redrawn for 2022. Georgia's 2022 map made moderate statewide changes, especially in fast-growing metro Atlanta suburbs, while keeping the same 14-seat structure. In most cases the district remained recognizable, but its boundaries were adjusted to equalize population and fit the new statewide plan.",No,,No,,No,
1303,GA-3,GA,Georgia,,,Yes,"GA-3 stayed a west Georgia seat anchored outside metro Atlanta, with only modest population-balancing changes in the 2024 redraw.",Yes,"GA-3 was redrawn for 2022. Georgia's 2022 map made moderate statewide changes, especially in fast-growing metro Atlanta suburbs, while keeping the same 14-seat structure. In most cases the district remained recognizable, but its boundaries were adjusted to equalize population and fit the new statewide plan.",No,,No,,No,
1304,GA-4,GA,Georgia,,,Yes,"GA-4 remained a heavily Democratic DeKalb/Gwinnett-area district, though its boundaries were adjusted as part of the metro Atlanta redraw.",Yes,"GA-4 was redrawn for 2022. Georgia's 2022 map made moderate statewide changes, especially in fast-growing metro Atlanta suburbs, while keeping the same 14-seat structure. In most cases the district remained recognizable, but its boundaries were adjusted to equalize population and fit the new statewide plan.",No,,No,,No,
1305,GA-5,GA,Georgia,,,Yes,"GA-5 stayed centered on Atlanta, with only limited changes compared with the more dramatic redraws in suburban districts around it.",Yes,"GA-5 was redrawn for 2022. Georgia's 2022 map made moderate statewide changes, especially in fast-growing metro Atlanta suburbs, while keeping the same 14-seat structure. In most cases the district remained recognizable, but its boundaries were adjusted to equalize population and fit the new statewide plan.",No,,No,,No,
1306,GA-6,GA,Georgia,,,Yes,"GA-6 was one of the biggest changes on Georgia's 2024 map. The district was redrawn to shed Democratic-leaning suburban territory and become substantially more Republican, making it much more favorable to the GOP than the 2022 version.",Yes,"GA-6 was redrawn for 2022. Georgia's 2022 map made moderate statewide changes, especially in fast-growing metro Atlanta suburbs, while keeping the same 14-seat structure. In most cases the district remained recognizable, but its boundaries were adjusted to equalize population and fit the new statewide plan.",No,,No,,No,
1307,GA-7,GA,Georgia,,,Yes,"GA-7 remained a Gwinnett-based suburban Atlanta seat, but it became more compact and more solidly Democratic after Georgia's 2024 redraw pushed Republican-leaning voters elsewhere.",Yes,"GA-7 was redrawn for 2022. Georgia's 2022 map made moderate statewide changes, especially in fast-growing metro Atlanta suburbs, while keeping the same 14-seat structure. In most cases the district remained recognizable, but its boundaries were adjusted to equalize population and fit the new statewide plan.",No,,No,,No,
1308,GA-8,GA,Georgia,,,Yes,GA-8 remained a central/south Georgia district with only modest population-balancing changes in 2024.,Yes,"GA-8 was redrawn for 2022. Georgia's 2022 map made moderate statewide changes, especially in fast-growing metro Atlanta suburbs, while keeping the same 14-seat structure. In most cases the district remained recognizable, but its boundaries were adjusted to equalize population and fit the new statewide plan.",No,,No,,No,
1309,GA-9,GA,Georgia,,,Yes,GA-9 stayed a strongly Republican north Georgia seat and was affected only marginally by the 2024 redraw.,Yes,"GA-9 was redrawn for 2022. Georgia's 2022 map made moderate statewide changes, especially in fast-growing metro Atlanta suburbs, while keeping the same 14-seat structure. In most cases the district remained recognizable, but its boundaries were adjusted to equalize population and fit the new statewide plan.",No,,No,,No,
1310,GA-10,GA,Georgia,,,Yes,GA-10 remained an outer-metro/east Georgia seat; the 2024 redraw made only secondary changes compared with the larger shifts in the Atlanta suburbs.,Yes,"GA-10 was redrawn for 2022. Georgia's 2022 map made moderate statewide changes, especially in fast-growing metro Atlanta suburbs, while keeping the same 14-seat structure. In most cases the district remained recognizable, but its boundaries were adjusted to equalize population and fit the new statewide plan.",No,,No,,No,
1311,GA-11,GA,Georgia,,,Yes,"GA-11 remained a northwest-metro Atlanta Republican seat, though some precincts shifted as the legislature rewired neighboring suburban districts in 2024.",Yes,"GA-11 was redrawn for 2022. Georgia's 2022 map made moderate statewide changes, especially in fast-growing metro Atlanta suburbs, while keeping the same 14-seat structure. In most cases the district remained recognizable, but its boundaries were adjusted to equalize population and fit the new statewide plan.",No,,No,,No,
1312,GA-12,GA,Georgia,,,Yes,GA-12 stayed anchored in east-central and coastal Georgia with only limited boundary adjustments in 2024.,Yes,"GA-12 was redrawn for 2022. Georgia's 2022 map made moderate statewide changes, especially in fast-growing metro Atlanta suburbs, while keeping the same 14-seat structure. In most cases the district remained recognizable, but its boundaries were adjusted to equalize population and fit the new statewide plan.",No,,No,,No,
1313,GA-13,GA,Georgia,,,Yes,"GA-13 remained a heavily Democratic south-metro Atlanta seat, with some boundary changes tied to the broader Atlanta-area redraw.",Yes,"GA-13 was redrawn for 2022. Georgia's 2022 map made moderate statewide changes, especially in fast-growing metro Atlanta suburbs, while keeping the same 14-seat structure. In most cases the district remained recognizable, but its boundaries were adjusted to equalize population and fit the new statewide plan.",No,,No,,No,
1314,GA-14,GA,Georgia,,,Yes,GA-14 stayed a deep-red northwest Georgia district with little substantive change in the 2024 redraw.,Yes,"GA-14 was redrawn for 2022. Georgia's 2022 map made moderate statewide changes, especially in fast-growing metro Atlanta suburbs, while keeping the same 14-seat structure. In most cases the district remained recognizable, but its boundaries were adjusted to equalize population and fit the new statewide plan.",No,,No,,No,
1501,HI-01,HI,Hawaii,,,No,,Yes,"HI-1 was redrawn for 2022. Hawaii's 2022 map made only modest changes while preserving the state's two-district split between urban Oahu and the rest of the state. In most cases the district remained recognizable, but its boundaries were adjusted to equalize population and fit the new statewide plan.",No,,No,,No,
1502,HI-02,HI,Hawaii,,,No,,Yes,"HI-2 was redrawn for 2022. Hawaii's 2022 map made only modest changes while preserving the state's two-district split between urban Oahu and the rest of the state. In most cases the district remained recognizable, but its boundaries were adjusted to equalize population and fit the new statewide plan.",No,,No,,No,
1601,ID-01,ID,Idaho,,,No,,Yes,"ID-1 was redrawn for 2022. Idaho's 2022 map made modest changes and kept its two-district east-west split broadly intact. In most cases the district remained recognizable, but its boundaries were adjusted to equalize population and fit the new statewide plan.",No,,No,,No,
1602,ID-02,ID,Idaho,,,No,,Yes,"ID-2 was redrawn for 2022. Idaho's 2022 map made modest changes and kept its two-district east-west split broadly intact. In most cases the district remained recognizable, but its boundaries were adjusted to equalize population and fit the new statewide plan.",No,,No,,No,
1701,IL-01,IL,Illinois,,,No,,Yes,"IL-1 was substantially reworked for 2022. Illinois' 2022 map, drawn by Democrats after the state lost a seat, significantly reworked several districts and was designed to shore up Democratic advantages in the Chicago area and beyond. The district number continued, but its actual geographic and political identity changed more than a routine line tweak.",No,,No,,No,
1702,IL-02,IL,Illinois,,,No,,Yes,"IL-2 was substantially reworked for 2022. Illinois' 2022 map, drawn by Democrats after the state lost a seat, significantly reworked several districts and was designed to shore up Democratic advantages in the Chicago area and beyond. The district number continued, but its actual geographic and political identity changed more than a routine line tweak.",No,,No,,No,
1703,IL-03,IL,Illinois,,,No,,Yes,"IL-3 was substantially reworked for 2022. Illinois' 2022 map, drawn by Democrats after the state lost a seat, significantly reworked several districts and was designed to shore up Democratic advantages in the Chicago area and beyond. The district number continued, but its actual geographic and political identity changed more than a routine line tweak.",No,,No,,No,
1704,IL-04,IL,Illinois,,,No,,Yes,"IL-4 was substantially reworked for 2022. Illinois' 2022 map, drawn by Democrats after the state lost a seat, significantly reworked several districts and was designed to shore up Democratic advantages in the Chicago area and beyond. The district number continued, but its actual geographic and political identity changed more than a routine line tweak.",No,,No,,No,
1705,IL-05,IL,Illinois,,,No,,Yes,"IL-5 was substantially reworked for 2022. Illinois' 2022 map, drawn by Democrats after the state lost a seat, significantly reworked several districts and was designed to shore up Democratic advantages in the Chicago area and beyond. The district number continued, but its actual geographic and political identity changed more than a routine line tweak.",No,,No,,No,
1706,IL-06,IL,Illinois,,,No,,Yes,"IL-6 was substantially reworked for 2022. Illinois' 2022 map, drawn by Democrats after the state lost a seat, significantly reworked several districts and was designed to shore up Democratic advantages in the Chicago area and beyond. The district number continued, but its actual geographic and political identity changed more than a routine line tweak.",No,,No,,No,
1707,IL-07,IL,Illinois,,,No,,Yes,"IL-7 was substantially reworked for 2022. Illinois' 2022 map, drawn by Democrats after the state lost a seat, significantly reworked several districts and was designed to shore up Democratic advantages in the Chicago area and beyond. The district number continued, but its actual geographic and political identity changed more than a routine line tweak.",No,,No,,No,
1708,IL-08,IL,Illinois,,,No,,Yes,"IL-8 was substantially reworked for 2022. Illinois' 2022 map, drawn by Democrats after the state lost a seat, significantly reworked several districts and was designed to shore up Democratic advantages in the Chicago area and beyond. The district number continued, but its actual geographic and political identity changed more than a routine line tweak.",No,,No,,No,
1709,IL-09,IL,Illinois,,,No,,Yes,"IL-9 was substantially reworked for 2022. Illinois' 2022 map, drawn by Democrats after the state lost a seat, significantly reworked several districts and was designed to shore up Democratic advantages in the Chicago area and beyond. The district number continued, but its actual geographic and political identity changed more than a routine line tweak.",No,,No,,No,
1710,IL-10,IL,Illinois,,,No,,Yes,"IL-10 was substantially reworked for 2022. Illinois' 2022 map, drawn by Democrats after the state lost a seat, significantly reworked several districts and was designed to shore up Democratic advantages in the Chicago area and beyond. The district number continued, but its actual geographic and political identity changed more than a routine line tweak.",No,,No,,No,
1711,IL-11,IL,Illinois,,,No,,Yes,"IL-11 was substantially reworked for 2022. Illinois' 2022 map, drawn by Democrats after the state lost a seat, significantly reworked several districts and was designed to shore up Democratic advantages in the Chicago area and beyond. The district number continued, but its actual geographic and political identity changed more than a routine line tweak.",No,,No,,No,
1712,IL-12,IL,Illinois,,,No,,Yes,"IL-12 was substantially reworked for 2022. Illinois' 2022 map, drawn by Democrats after the state lost a seat, significantly reworked several districts and was designed to shore up Democratic advantages in the Chicago area and beyond. The district number continued, but its actual geographic and political identity changed more than a routine line tweak.",No,,No,,No,
1713,IL-13,IL,Illinois,,,No,,Yes,"IL-13 was substantially reworked for 2022. Illinois' 2022 map, drawn by Democrats after the state lost a seat, significantly reworked several districts and was designed to shore up Democratic advantages in the Chicago area and beyond. The district number continued, but its actual geographic and political identity changed more than a routine line tweak.",No,,No,,No,
1714,IL-14,IL,Illinois,,,No,,Yes,"IL-14 was substantially reworked for 2022. Illinois' 2022 map, drawn by Democrats after the state lost a seat, significantly reworked several districts and was designed to shore up Democratic advantages in the Chicago area and beyond. The district number continued, but its actual geographic and political identity changed more than a routine line tweak.",No,,No,,No,
1715,IL-15,IL,Illinois,,,No,,Yes,"IL-15 was substantially reworked for 2022. Illinois' 2022 map, drawn by Democrats after the state lost a seat, significantly reworked several districts and was designed to shore up Democratic advantages in the Chicago area and beyond. The district number continued, but its actual geographic and political identity changed more than a routine line tweak.",No,,No,,No,
1716,IL-16,IL,Illinois,,,No,,Yes,"IL-16 was substantially reworked for 2022. Illinois' 2022 map, drawn by Democrats after the state lost a seat, significantly reworked several districts and was designed to shore up Democratic advantages in the Chicago area and beyond. The district number continued, but its actual geographic and political identity changed more than a routine line tweak.",No,,No,,No,
1717,IL-17,IL,Illinois,,,No,,Yes,"IL-17 was substantially reworked for 2022. Illinois' 2022 map, drawn by Democrats after the state lost a seat, significantly reworked several districts and was designed to shore up Democratic advantages in the Chicago area and beyond. The district number continued, but its actual geographic and political identity changed more than a routine line tweak.",No,,No,,No,
1718,IL-18,IL,Illinois,,,Inactive,,Inactive,,No,,No,,No,
1801,IN-01,IN,Indiana,,,No,,Yes,"IN-1 was redrawn for 2022. Indiana's 2022 map made relatively modest changes and preserved the basic partisan structure of the state's nine districts. In most cases the district remained recognizable, but its boundaries were adjusted to equalize population and fit the new statewide plan.",No,,No,,No,
1802,IN-02,IN,Indiana,,,No,,Yes,"IN-2 was redrawn for 2022. Indiana's 2022 map made relatively modest changes and preserved the basic partisan structure of the state's nine districts. In most cases the district remained recognizable, but its boundaries were adjusted to equalize population and fit the new statewide plan.",No,,No,,No,
1803,IN-03,IN,Indiana,,,No,,Yes,"IN-3 was redrawn for 2022. Indiana's 2022 map made relatively modest changes and preserved the basic partisan structure of the state's nine districts. In most cases the district remained recognizable, but its boundaries were adjusted to equalize population and fit the new statewide plan.",No,,No,,No,
1804,IN-04,IN,Indiana,,,No,,Yes,"IN-4 was redrawn for 2022. Indiana's 2022 map made relatively modest changes and preserved the basic partisan structure of the state's nine districts. In most cases the district remained recognizable, but its boundaries were adjusted to equalize population and fit the new statewide plan.",No,,No,,No,
1805,IN-05,IN,Indiana,,,No,,Yes,"IN-5 was redrawn for 2022. Indiana's 2022 map made relatively modest changes and preserved the basic partisan structure of the state's nine districts. In most cases the district remained recognizable, but its boundaries were adjusted to equalize population and fit the new statewide plan.",No,,No,,No,
1806,IN-06,IN,Indiana,,,No,,Yes,"IN-6 was redrawn for 2022. Indiana's 2022 map made relatively modest changes and preserved the basic partisan structure of the state's nine districts. In most cases the district remained recognizable, but its boundaries were adjusted to equalize population and fit the new statewide plan.",No,,No,,No,
1807,IN-07,IN,Indiana,,,No,,Yes,"IN-7 was redrawn for 2022. Indiana's 2022 map made relatively modest changes and preserved the basic partisan structure of the state's nine districts. In most cases the district remained recognizable, but its boundaries were adjusted to equalize population and fit the new statewide plan.",No,,No,,No,
1808,IN-08,IN,Indiana,,,No,,Yes,"IN-8 was redrawn for 2022. Indiana's 2022 map made relatively modest changes and preserved the basic partisan structure of the state's nine districts. In most cases the district remained recognizable, but its boundaries were adjusted to equalize population and fit the new statewide plan.",No,,No,,No,
1809,IN-09,IN,Indiana,,,No,,Yes,"IN-9 was redrawn for 2022. Indiana's 2022 map made relatively modest changes and preserved the basic partisan structure of the state's nine districts. In most cases the district remained recognizable, but its boundaries were adjusted to equalize population and fit the new statewide plan.",No,,No,,No,
1901,IA-01,IA,Iowa,,,No,,Yes,"IA-1 was materially redrawn for 2022. Iowa's nonpartisan 2022 map redrew all four districts in a cleaner population-balancing plan, altering numbering and regional combinations while keeping changes relatively evenhanded. It retained some of its previous core, but the new map changed the district's composition in noticeable ways.",No,,No,,No,
1902,IA-02,IA,Iowa,,,No,,Yes,"IA-2 was materially redrawn for 2022. Iowa's nonpartisan 2022 map redrew all four districts in a cleaner population-balancing plan, altering numbering and regional combinations while keeping changes relatively evenhanded. It retained some of its previous core, but the new map changed the district's composition in noticeable ways.",No,,No,,No,
1903,IA-03,IA,Iowa,,,No,,Yes,"IA-3 was materially redrawn for 2022. Iowa's nonpartisan 2022 map redrew all four districts in a cleaner population-balancing plan, altering numbering and regional combinations while keeping changes relatively evenhanded. It retained some of its previous core, but the new map changed the district's composition in noticeable ways.",No,,No,,No,
1904,IA-04,IA,Iowa,,,No,,Yes,"IA-4 was materially redrawn for 2022. Iowa's nonpartisan 2022 map redrew all four districts in a cleaner population-balancing plan, altering numbering and regional combinations while keeping changes relatively evenhanded. It retained some of its previous core, but the new map changed the district's composition in noticeable ways.",No,,No,,No,
2001,KS-01,KS,Kansas,,,No,,Yes,"KS-1 was redrawn for 2022. Kansas' 2022 map kept the four-district structure but notably reworked the Kansas City–area 3rd district and parts of the Wichita-based 4th. In most cases the district remained recognizable, but its boundaries were adjusted to equalize population and fit the new statewide plan.",No,,No,,No,
2002,KS-02,KS,Kansas,,,No,,Yes,"KS-2 was redrawn for 2022. Kansas' 2022 map kept the four-district structure but notably reworked the Kansas City–area 3rd district and parts of the Wichita-based 4th. In most cases the district remained recognizable, but its boundaries were adjusted to equalize population and fit the new statewide plan.",No,,No,,No,
2003,KS-03,KS,Kansas,,,No,,Yes,"KS-3 was redrawn for 2022. Kansas' 2022 map kept the four-district structure but notably reworked the Kansas City–area 3rd district and parts of the Wichita-based 4th. In most cases the district remained recognizable, but its boundaries were adjusted to equalize population and fit the new statewide plan.",No,,No,,No,
2004,KS-04,KS,Kansas,,,No,,Yes,"KS-4 was redrawn for 2022. Kansas' 2022 map kept the four-district structure but notably reworked the Kansas City–area 3rd district and parts of the Wichita-based 4th. In most cases the district remained recognizable, but its boundaries were adjusted to equalize population and fit the new statewide plan.",No,,No,,No,
2101,KY-01,KY,Kentucky,,,No,,Yes,"KY-1 was redrawn for 2022. Kentucky's 2022 map made limited changes and kept the state's six-district structure largely intact. In most cases the district remained recognizable, but its boundaries were adjusted to equalize population and fit the new statewide plan.",No,,No,,No,
2102,KY-02,KY,Kentucky,,,No,,Yes,"KY-2 was redrawn for 2022. Kentucky's 2022 map made limited changes and kept the state's six-district structure largely intact. In most cases the district remained recognizable, but its boundaries were adjusted to equalize population and fit the new statewide plan.",No,,No,,No,
2103,KY-03,KY,Kentucky,,,No,,Yes,"KY-3 was redrawn for 2022. Kentucky's 2022 map made limited changes and kept the state's six-district structure largely intact. In most cases the district remained recognizable, but its boundaries were adjusted to equalize population and fit the new statewide plan.",No,,No,,No,
2104,KY-04,KY,Kentucky,,,No,,Yes,"KY-4 was redrawn for 2022. Kentucky's 2022 map made limited changes and kept the state's six-district structure largely intact. In most cases the district remained recognizable, but its boundaries were adjusted to equalize population and fit the new statewide plan.",No,,No,,No,
2105,KY-05,KY,Kentucky,,,No,,Yes,"KY-5 was redrawn for 2022. Kentucky's 2022 map made limited changes and kept the state's six-district structure largely intact. In most cases the district remained recognizable, but its boundaries were adjusted to equalize population and fit the new statewide plan.",No,,No,,No,
2106,KY-06,KY,Kentucky,,,No,,Yes,"KY-6 was redrawn for 2022. Kentucky's 2022 map made limited changes and kept the state's six-district structure largely intact. In most cases the district remained recognizable, but its boundaries were adjusted to equalize population and fit the new statewide plan.",No,,No,,No,
2201,LA-01,LA,Louisiana,,,Yes,"LA-1 remained centered on the New Orleans suburbs and the Florida Parishes, with only ripple-effect changes from Louisiana's court-driven 2024 redraw.",Yes,"LA-1 was redrawn for 2022. Louisiana's 2022 map mostly preserved the state's existing six-district framework; the bigger VRA-driven changes did not arrive until the 2024 redraw. In most cases the district remained recognizable, but its boundaries were adjusted to equalize population and fit the new statewide plan.",No,,No,,No,
2202,LA-02,LA,Louisiana,,,Yes,"LA-2 remained the New Orleans-based Black-majority district, though its exact lines shifted as Louisiana created a second Black-majority seat elsewhere on the map.",Yes,"LA-2 was redrawn for 2022. Louisiana's 2022 map mostly preserved the state's existing six-district framework; the bigger VRA-driven changes did not arrive until the 2024 redraw. In most cases the district remained recognizable, but its boundaries were adjusted to equalize population and fit the new statewide plan.",No,,No,,No,
2203,LA-03,LA,Louisiana,,,Yes,"LA-3 stayed a south Louisiana/Cajun Country seat, but its boundaries were adjusted in the statewide reshuffle caused by the creation of a new Black-majority district.",Yes,"LA-3 was redrawn for 2022. Louisiana's 2022 map mostly preserved the state's existing six-district framework; the bigger VRA-driven changes did not arrive until the 2024 redraw. In most cases the district remained recognizable, but its boundaries were adjusted to equalize population and fit the new statewide plan.",No,,No,,No,
2204,LA-04,LA,Louisiana,,,Yes,"LA-4 remained a northwest Louisiana seat, though its boundaries changed significantly as the new map carved out a second Black-majority district running up the state.",Yes,"LA-4 was redrawn for 2022. Louisiana's 2022 map mostly preserved the state's existing six-district framework; the bigger VRA-driven changes did not arrive until the 2024 redraw. In most cases the district remained recognizable, but its boundaries were adjusted to equalize population and fit the new statewide plan.",No,,No,,No,
2205,LA-05,LA,Louisiana,,,Yes,"LA-5, previously a long northeast-to-central Louisiana district, was significantly altered by the 2024 redraw and gave up territory used to construct the new second Black-majority seat.",Yes,"LA-5 was redrawn for 2022. Louisiana's 2022 map mostly preserved the state's existing six-district framework; the bigger VRA-driven changes did not arrive until the 2024 redraw. In most cases the district remained recognizable, but its boundaries were adjusted to equalize population and fit the new statewide plan.",No,,No,,No,
2206,LA-06,LA,Louisiana,,,Yes,"LA-6 changed more than any other Louisiana district in 2024. It was redrawn from a Baton Rouge-centered seat into a long Baton Rouge-to-Shreveport district designed to create a second Black-majority/Black-opportunity seat, making it far more Democratic than before.",Yes,"LA-6 was redrawn for 2022. Louisiana's 2022 map mostly preserved the state's existing six-district framework; the bigger VRA-driven changes did not arrive until the 2024 redraw. In most cases the district remained recognizable, but its boundaries were adjusted to equalize population and fit the new statewide plan.",No,,No,,No,
2301,ME-01,ME,Maine,,,No,,Yes,"ME-1 was redrawn for 2022. Maine's 2022 map made only modest adjustments while keeping the familiar north/south two-district split. In most cases the district remained recognizable, but its boundaries were adjusted to equalize population and fit the new statewide plan.",No,,No,,No,
2302,ME-02,ME,Maine,,,No,,Yes,"ME-2 was redrawn for 2022. Maine's 2022 map made only modest adjustments while keeping the familiar north/south two-district split. In most cases the district remained recognizable, but its boundaries were adjusted to equalize population and fit the new statewide plan.",No,,No,,No,
2401,MD-01,MD,Maryland,,,No,,Yes,"MD-1 was materially redrawn for 2022. Maryland's 2022 map changed multiple districts after the legislature's first plan was struck down, ultimately producing a court-approved map that was less aggressively gerrymandered than the original proposal. It retained some of its previous core, but the new map changed the district's composition in noticeable ways.",No,,No,,No,
2402,MD-02,MD,Maryland,,,No,,Yes,"MD-2 was materially redrawn for 2022. Maryland's 2022 map changed multiple districts after the legislature's first plan was struck down, ultimately producing a court-approved map that was less aggressively gerrymandered than the original proposal. It retained some of its previous core, but the new map changed the district's composition in noticeable ways.",No,,No,,No,
2403,MD-03,MD,Maryland,,,No,,Yes,"MD-3 was materially redrawn for 2022. Maryland's 2022 map changed multiple districts after the legislature's first plan was struck down, ultimately producing a court-approved map that was less aggressively gerrymandered than the original proposal. It retained some of its previous core, but the new map changed the district's composition in noticeable ways.",No,,No,,No,
2404,MD-04,MD,Maryland,,,No,,Yes,"MD-4 was materially redrawn for 2022. Maryland's 2022 map changed multiple districts after the legislature's first plan was struck down, ultimately producing a court-approved map that was less aggressively gerrymandered than the original proposal. It retained some of its previous core, but the new map changed the district's composition in noticeable ways.",No,,No,,No,
